State,,District,University Type,University Name,College Name,College Type,Address,Website,Management,"Year of Establishment
",Specialised in,Location,Upload Year
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SANKARA NETHRALAYA MEDICAL RESEARCH FOUNDATION ,Affiliated College,"Rajalakshmi Nagar,Thandalam, No:69,New Avadi Road,Kilpauk, Chennai",www.rajalakshmicollegeofnursing.com,Private Un-Aided,2008,Nursing,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SHENBAGHA COLLEGE OF NURSING ,Affiliated College,"RUCKMANI LAKSHMIPATHY SALAI,, EGMORE, CHENNAI,  600 008",www.mmc.ac.in,State Government,1963,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SOORIYA HOSPITAL ,Affiliated College,"1/5, Chettiyar Agaram Road, Sivabootham Village, Vanagaram, Chennai -95, Shree Abirami Educational Trust, 2400A, 11th Mainroad, Anna nagar, Chennai - 40, Chennai",www.rightnursing.com,Private Un-Aided,2007,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SOUNDARAPANDIAN BONE AND JOINT HOSPITAL & RESEARCH INSTITUTE PVT LTD ,Affiliated College,"9/5 Mahalingam 2nd cross street, Mahalingapuram, Chennai",www.mayavedamurthy.com,Private Un-Aided,2000,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SREE SASTHA COLLEGE OF NURSING ,Affiliated College,"No.9, Vanagaram Road, Ayanambakkam, Chennai",www.thesnacademy.ac.in,Private Un-Aided,2010,Para Medical,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SRI MUTHUKUMARAN MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE ,Affiliated College,"NO. 18 COLLEGE ROAD, CHENNAI",www.sankaranethralaya.org,Private Un-Aided,1978,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SRI SAIRAM AYURVEDA MEDICAL COLLEGE AND RESEARCH CENTRE ,Affiliated College,"METTU STREET MATHIRAVEDU THIRUVERKADU CHENNAI, CHENNAI",www.shenbaghacollegeofnursing.org,Private Un-Aided,2008,Nursing,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",SRI SAIRAM HOMOEOPATHY MEDICAL COLLEGE ,Affiliated College,"NO. 1, ARUNACHALAM ROAD, SALIGRAMAM, CHENNAI",www.sooriyahospital.com,Private Un-Aided,1991,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",STANLEY MEDICAL COLLEGE & HOSPITAL ,Affiliated College,"AA-16, 3RD MAIN ROAD,, ANNA NAGAR, CHENNAI",www.boneandjointindia.com,Private Un-Aided,1983,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",St. ISABEL COLLEGE OF NURSING ,Affiliated College,"CHENNAI - BANGALORE HIGHWAY, CHEMBARABAKKAM,CHENNAI -600123, CHENNAI -600123",www.sreesasthanursingcollege.com,Private Un-Aided,2009,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",TAGORE DENTAL COLLEGE & HOSPITAL ,Affiliated College,"CHIKKARAYAPURAM, NEAR MANGADU, CHENNAI, TAMILNADU, CHENNAI",www.smmchri.res.in,Private Un-Aided,2008,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",TAGORE MEDICAL COLLEGE & HOSPITAL ,Affiliated College,"SAILEO NAGAR, POONTHANDALAM, WEST TAMBARAM, CHENNAI",www.sairamayur.edu.in,Private Un-Aided,2001,Medical-Ayurveda,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","THE INSTITUTE OF NEUROLOGICAL SCIENCES, THE VOLUNTARY HEALTH SCIENCES ",Affiliated College,"SAI LEO NAGAR,  POONTHANDALAM,WEST TAMBARAM, CHENNAI - 44, Chennai",www.sairamhomoeo.edu.in,Private Un-Aided,2001,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","THE MADRAS MEDICAL MISSION, ",Affiliated College,"1,Old Jail Road, Chennai -01, Chennai",www.stanleymedical.college.ac.in,State Government,1938,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",U.C.A. COLLEGE OF PARAMEDICAL SCIENCES ,Affiliated College,"St. Isabel's school of Nursing, 49, Oliver Road, Mylapore, Chennai -04, St. Isabel's College of Nursing, 49, Oliver Road, Mylapore, Chennai -04, Mylapore, Chennai",www.stisabelscon.org,Private Un-Aided,2012,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",VASAN INSTITUTE OF OPHTHALMOLOGY & RESEARCH ,Affiliated College,"Tagore Dental College & Hospital, Rathinamangalam Melakottaiyur Post, Chennai",www.tagoredch.com,Private Un-Aided,2007,Medical-Dental,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",VEECARE COLLEGE OF HEALTH SCIENCE ,Affiliated College,"Rathinamangalam, Melakkotaiyur Post, Chennai",www.tagoremch.edu.in,Private Un-Aided,2010,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",VEE CARE COLLEGE OF NURSING ,Affiliated College,"RAJIV GANDHI SALAI, TARAMANI, CHENNAI-600113",www.vhschennai.org,Private Un-Aided,1965,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",VENKATESWARA HOMOEOPATHIC MEDICAL COLLEGE ,Affiliated College,"No. 4A, Kannadasan Salai, Mogappair East, Chennai",www.mmm.org.in,Private Un-Aided,1987,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",VIJAYA EDUCATIONAL ACADEMY ,Affiliated College,"30, PACHAIYAPPA'S COLLEGE HOSTEL ROAD,, CHETPET, CHENNAI",unionchristianassociation.com/,Private Un-Aided,1998,Physiotherapy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","COLLEGE OF FISH NUTRITION AND FOOD TECHNOLOGY, MADHAVARAM ",Affiliated College,"127, OLD MAMBALAM ROAD, WEST MAMBALAM, CHENNAI",http://www.vasaneye.in,Private Un-Aided,2010,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",M.G.R. GOVERNMENT FILM AND TELEVISION INSTITUTE KANAGAM ,Affiliated College,"No:2/5,chettiar Agaram Road ,Sivabootham Village, Vanagaram, CHENNAI",www.veecarenursingcollege.org,Private Un-Aided,2011,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",YMCA College of Physical Education ,Affiliated College,"1/5,CHETTIAR AGARAM ROAD,, SIVABOOTHAM VILLAGE, VANAGARAM,, CHENNAI - 600095",www.veecarenursingcollege.org,Private Un-Aided,2011,Nursing,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",CSI Bishop Newbigin College of Education ,Affiliated College,"No.4/11, Samayapuram Main Road,, Karambakkam, Porur,, chennai",http://www.venkathomoeo.org/,Private Un-Aided,2000,Medical-Homeopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",Dr.Rajalakshmi College of Education ,Affiliated College,"New No. 323, OLD No. 175, N.S.K. SALAI, VADAPALANI, CHENNAI",www.vijayahospital.org,Private Un-Aided,2011,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,TAMIL NADU FISHERIES UNIVERSITY (Id: U-0665),Jaya College of Education ,Constituent / University College,,,,,,,NO
Tamil Nadu,,Chennai,State Public University ,TAMILNADU MUSIC AND FINE ARTS UNIVERSITY (Id: U-0983),Jayalakshmi Narayanaswami College of Education ,Affiliated College,,,,,,,NO
Tamil Nadu,,Chennai,State Public University ,"Tamilnadu Physical Education and Sports University, Chennai (Id: U-0486)",K.J.N. Educational College ,Affiliated College,"OLD No.333/NEW No.497, ANNA SALAI, NANDANAM, CHENNAI",www.ymcacollege.ac.in,Private Aided,1920,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Lady Willingdon Institute of Advanced Study In Education,Affiliated College,"#109, Dr.Radhakrishnan Road,, Mylapore, Chennai",www.bishopnewbigin.edu.in,Private Aided,2008,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Loyola College of Education ,Affiliated College,"Palavedu Village, Mittanamalli Post,, Avadi IAF, Chennai",www.drrajalakshmieducational.com,Private Un-Aided,2010,Education/Teacher Education,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Madha College of Education ,Affiliated College,"No.29, Annai Indira Nagar,, Tiruninravur, Chennai",www.jayace.in,Private Un-Aided,2006,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",MEASI College of Education ,Affiliated College,"74/48, Bajanai Kovil street,  Pallipattu,, Tharamani Post, Chennai, Chennai",jnceducation.in,Private Un-Aided,2009,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Meston College of Education,Affiliated College,"usha garden, 90, Kannigaipair, Uthukottai",kjnedu.in,Private Un-Aided,2007,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",National Institute for Empowerment of Persons with Multiple Disabilities NIEPMD) ,Affiliated College,"Kamaraj Salai,, Triplicane, Chennai",www.ladywillingdoniase.com,State Government,1922,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",NATIONAL INSTITUTE FOR THE EMPOWERMENT OF PERSONS WITH VISUAL DISABILITIES ,Affiliated College,"Loyola College campus, Sterling Road, Nungambakkam, Chennai - 600 034",www.loyolacollegeofeducation.in,Private Un-Aided,2007,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Nazareth College of Education for Women ,Affiliated College,"No.2, Madha Nagar, Kundrathur,, Chennai-600 069., Chennai.",www.madhagroups.org,Private Un-Aided,2007,Education/Teacher Education,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",N.K.T.National College of Education for Women,Affiliated College,"2, Demellows Road, Choolai, Chennai",www.measiedu.org,Private Un-Aided,2006,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Our Lady College of Education ,Affiliated College,"10, West Cott Road,, Royapettah,, Chennai - 600014.",www.mestoncollege.edu.in,Private Aided,1937,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Ponnusamy Nadar College of Education ,Affiliated College,"East coast Road(ECR),  Muttukadu, Kovalam Post, Chennai",www.niepmd.tn.nic.in,Central Government,2005,Rehabilitation,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Prof. S.A.College of Education ,Affiliated College,"522, TRUNK ROAD, POONAMALLEE, CHENNAI",www.nivhrc-chen.org,Central Government,1988,SPECIAL EDUCATION (VISUAL IMPAIRMENT),Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Sathyasai B.Ed. College ,Affiliated College,"Kovilpathagai Main Road, Kannadapalayam,, Avadi, Chennai-62, Chennai",www.ncefw.in,Private Un-Aided,2005,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Sivanthi  College of  Education ,Affiliated College,"No. 41, Dr. Besant Road,, Triplicane, Chennai 600 005",www.nktnce.ac.in,Private Aided,1966,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Sri Muthukumaran College of Education ,Affiliated College,"Our lady Nagar,, Maduravoyal, Chennai",www.ourladycollegeofeducation.com,State Government,2004,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",St.Christophers College of Education,Affiliated College,"R,28,TNHB colony, ayappakkam, chennai,77",nil,Private Un-Aided,2007,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Stella Matutina College of Education,Affiliated College,"1/145, sardar patel road, Rajiv Gandhi salai, semmancherry, chennai",www.psacen.com,Private Un-Aided,2007,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)","Madras Veterinary College, Chennai - 7 ",Affiliated College,"No.7,Rajaji Street,, Kamarajar Nagar,Avadi,Ch-71., chennai",sathyasaib.edcollege@yahoo.com,Private Un-Aided,2007,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Sivanthi  College of  Education (Id: C-14947),Affiliated College,"Metha Nagar, Andarkuppam,, Kundrathur, Chennai - 600 069.",www.sivanthi.com,Private Un-Aided,2008,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)",Sri Muthukumaran College of Education (Id: C-14485),Affiliated College,"Chikkarayapuram, Kundrathur Main Road, Chennai",www.smce-education.com,Private Un-Aided,2005,Education/Teacher Education,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)","St.Christophers College of Education,  Autonomous (Id: C-14394)",Affiliated College,"63, E.V.K Sampath Road, Vepery, Chennai",www.scced.edu.in,Private Aided,1923,Education/Teacher Education,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Teacher Education University, Chennai (Id: U-0483)","Stella Matutina College of Education,  (Autonomous) (Id: C-14896)",Affiliated College,"Door No.2c, 86th Street,, Kamarajar Salai, Ashok Nagar,, Chennai",www.smce-chennai.com,Private Aided,1961,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamilnadu Veterinary & Animal Sciences University, Chennai (Id: U-0487)","Madras Veterinary College, Chennai - 7 (Id: C-42741)",Constituent / University College,"Vepery High Road, Vepery, Chennai - 600 007",www.tanuvas.ac.in,University,1903,Veterinary,Urban,2018
,Generated On: 03/07/2019 08:18:56 PM,,,,,,,,,,,,
